asset_uid,coingecko_id,active,cg_valid_from,cg_valid_to,binance_symbol,binance_multiplier,valid_from,valid_to,evidence
BLACK,blackhole,False,,,,,,,no Binance USDT perp validated
BLAST,blast,True,,,,,,,no Binance USDT perp validated
BLD,agoric,False,,,,,,,no Binance USDT perp validated
BLEND,fluent-network,True,,,,,,,no Binance USDT perp validated
BLESS,bless-2,False,,,BLESSUSDT,1.0,2025-09-23,,"ticker match; vs CoinGecko bless-2: 360 days, median gap 0.39%"
BLK,blackcoin,False,,,,,,,no Binance USDT perp validated
BLND,blend,False,,,,,,,no Binance USDT perp validated
BLOCK,block-4,False,,,,,,,no Binance USDT perp validated
BLOK,bloktopia,False,,,,,,,no Binance USDT perp validated
BLUAI,bluwhale,True,,,BLUAIUSDT,1.0,2025-10-21,,"ticker match; vs CoinGecko bluwhale: 332 days, median gap 0.28%"
BLUE,bluefin,False,,,,,,,no Binance USDT perp validated
BLUM,blum,False,,,,,,,no Binance USDT perp validated
BLUR,blur,True,,,BLURUSDT,1.0,2023-04-27,,"ticker match; vs CoinGecko blur: 728 days, median gap 0.11%"
BLZ,bluzelle,False,,,BLZUSDT,1.0,2020-09-17,2024-12-22,"ticker match; vs CoinGecko bluzelle: 94 days, median gap 0.13%"
BMC,bountymarketcap,False,,,,,,,no Binance USDT perp validated
BMEX,bitmex-token,False,,,,,,,no Binance USDT perp validated
BMMF,balsa-mm-fund,False,,,,,,,no Binance USDT perp validated
BMT,bubblemaps,False,,,BMTUSDT,1.0,2025-03-17,,"ticker match; vs CoinGecko bubblemaps: 550 days, median gap 0.14%"
BMX,bitmart-token,True,,,,,,,no Binance USDT perp validated
BNB,binancecoin,True,,,BNBUSDT,1.0,2020-02-10,,"ticker match; vs CoinGecko binancecoin: 728 days, median gap 0.08%"
BNBHOLDER,bian-holder,False,,,,,,,no Binance USDT perp validated
BNBX,stader-bnbx,False,,,,,,,no Binance USDT perp validated
BNC,bifrost-native-coin,False,,,,,,,no Binance USDT perp validated
BNKR,bankercoin-2,True,,,,,,,no Binance USDT perp validated
BNSOL,binance-staked-sol,False,,,,,,,no Binance USDT perp validated
BNT,bancor,True,,,BNTUSDT,1.0,2023-08-10,,"ticker match; vs CoinGecko bancor: 728 days, median gap 0.16%"
BNUSD,balanced-dollars,False,,,,,,,no Binance USDT perp validated
BOB,bob-build-on-bitcoin,True,,,BOBUSDT,1.0,2025-11-21,2026-04-27,"ticker match; vs CoinGecko bob-build-on-bitcoin: 158 days, median gap 0.22%"
BOBA,boba-network,False,,,,,,,no Binance USDT perp validated
BOBO,bobo-coin,False,,,,,,,no Binance USDT perp validated
BOLD,liquity-bold-2,True,,,,,,,no Binance USDT perp validated
BOME,book-of-meme,True,,,BOMEUSDT,1.0,2024-03-16,,"ticker match; vs CoinGecko book-of-meme: 728 days, median gap 0.12%"
BONE,bone-shibaswap,False,,,,,,,no Binance USDT perp validated
BONK,bonk,True,,,1000BONKUSDT,1000.0,2023-11-22,,"ticker match; vs CoinGecko bonk: 728 days, median gap 0.10%"
BONKSOL,bonk-staked-sol,False,,,,,,,no Binance USDT perp validated
BONZO,bonzo-finance,False,,,,,,,no Binance USDT perp validated
BOOE,book-of-ethereum,False,,,,,,,no Binance USDT perp validated
BOOM,boom-2,False,,,,,,,no Binance USDT perp validated
BOOP,boop-4,False,,,,,,,no Binance USDT perp validated
BORA,bora,True,,,,,,,no Binance USDT perp validated
BORG,swissborg,True,,,,,,,no Binance USDT perp validated
BOS,bitcoinos,False,,,,,,,no Binance USDT perp validated
BOSON,boson-protocol,False,,,,,,,no Binance USDT perp validated
BOTT,baby-bottle,False,,,,,,,no Binance USDT perp validated
BOTTO,botto,False,,,,,,,no Binance USDT perp validated
BOTX,botxcoin,True,,,,,,,no Binance USDT perp validated
BOUNTY,sentinel-protocol,False,,,,,,,no Binance USDT perp validated
BOX,debox,False,,,,,,,no Binance USDT perp validated
BP,backpack,True,,,,,,,no Binance USDT perp validated
BPT,best-patent-token,False,,,,,,,no Binance USDT perp validated
BPX,black-phoenix,True,,,,,,,no Binance USDT perp validated
BR,bedrock-token,True,,,BRUSDT,1.0,2025-03-21,,"ticker match; vs CoinGecko bedrock-token: 546 days, median gap 0.25%"
BRACKY,bracky,False,,,,,,,no Binance USDT perp validated
BRBTC,bedrock-btc,False,,,,,,,no Binance USDT perp validated
BRETT,based-brett,True,,,BRETTUSDT,1.0,2024-08-20,,"ticker match; vs CoinGecko based-brett: 728 days, median gap 0.15%"
BREV,brevis,True,,,BREVUSDT,1.0,2025-12-30,,"ticker match; vs CoinGecko brevis: 256 days, median gap 0.15%"
BRIDGE,octus-bridge,False,,,,,,,no Binance USDT perp validated
BRISE,bitrise-token,False,,,,,,,no Binance USDT perp validated
BRLA,brla-digital-brla,False,,,,,,,no Binance USDT perp validated
BRLV,crown-brlv,True,,,,,,,no Binance USDT perp validated
BRN,brn-metaverse,False,,,,,,,no Binance USDT perp validated
BROCCOLI,czs-dog,True,,,,,,,no Binance USDT perp validated
BRZ,brz,True,,,,,,,no Binance USDT perp validated
BSB,block-street,True,,,BSBUSDT,1.0,2026-03-25,,"ticker match; vs CoinGecko block-street: 177 days, median gap 0.20%"
BSC-USD,binance-bridged-usdt-bnb-smart-chain,False,,,,,,,no Binance USDT perp validated
BSDETH,based-eth,False,,,,,,,no Binance USDT perp validated
BSOL,blazestake-staked-sol,False,,,,,,,no Binance USDT perp validated
BSU,baby-shark-universe,False,,,,,,,no Binance USDT perp validated
BSV,bitcoin-cash-sv,True,,,BSVUSDT,1.0,2023-10-20,,"ticker match; vs CoinGecko bitcoin-cash-sv: 728 days, median gap 0.23%"
BT365,blocktrader365,False,,,,,,,no Binance USDT perp validated
BTC,bitcoin,True,,,BTCUSDT,1.0,2019-09-08,,"ticker match; vs CoinGecko bitcoin: 728 days, median gap 0.05%"
BTC.B,bitcoin-avalanche-bridged-btc-b,False,,,,,,,no Binance USDT perp validated
BTC.Z,bitcoin-bridged-zed20,False,,,,,,,no Binance USDT perp validated
BTC.ℏ,bitcoin-5,False,,,,,,,no Binance USDT perp validated
BTCB,bitcoin-on-base,False,,,,,,,no Binance USDT perp validated
BTCK,bitcoin-on-katana,False,,,,,,,no Binance USDT perp validated
BTCLE,bitcoin-limited-edition,False,,,,,,,no Binance USDT perp validated
BTCMT,minto,False,,,,,,,no Binance USDT perp validated
BTCUSD,bitcoin-usd-btcfi,False,,,,,,,no Binance USDT perp validated
BTG,bitcoin-gold,False,,,,,,,no Binance USDT perp validated
BTR,bitlayer-bitvm,False,,,BTRUSDT,1.0,2025-08-27,,"ticker match; vs CoinGecko bitlayer-bitvm: 387 days, median gap 0.34%"
BTS,bitshares,False,,,,,,,no Binance USDT perp validated
BTSE,btse-token,True,,,,,,,no Binance USDT perp validated
BTT,bittorrent,True,,,,,,,no Binance USDT perp validated
BTU,btu-protocol,False,,,,,,,no Binance USDT perp validated
BTW,bitway,True,,,BTWUSDT,1.0,2026-06-04,,"ticker match; vs CoinGecko bitway: 106 days, median gap 0.24%"
BTX,beatswap,False,,,,,,,no Binance USDT perp validated
BTY,bityuan,True,,,,,,,no Binance USDT perp validated
BUCK,bucket-protocol-buck-stablecoin,True,,,,,,,no Binance USDT perp validated
BUCKY,bucky-2,False,,,,,,,no Binance USDT perp validated
BUIDL,blackrock-usd-institutional-digital-liquidity-fund,True,,,,,,,no Binance USDT perp validated
BULLA,bulla-3,False,,,BULLAUSDT,1.0,2025-07-04,,"ticker match; vs CoinGecko bulla-3: 441 days, median gap 0.67%"
BULLISH,bullish-degen,False,,,,,,,no Binance USDT perp validated
BUNDLE,village,False,,,,,,,no Binance USDT perp validated
BURN,burnedfi,True,,,,,,,no Binance USDT perp validated
BUSD,binance-usd,True,,,,,,,no Binance USDT perp validated
BXN,bxn,False,,,,,,,no Binance USDT perp validated
BXX,baanx,False,,,,,,,no Binance USDT perp validated
BYUSD,byusd,False,,,,,,,no Binance USDT perp validated
BZZ,swarm-bzz,False,,,,,,,no Binance USDT perp validated
C,chainbase,False,,,CUSDT,1.0,2025-07-15,,"ticker match; vs CoinGecko chainbase: 430 days, median gap 0.17%"
C98,coin98,True,,,C98USDT,1.0,2021-08-23,,"ticker match; vs CoinGecko coin98: 728 days, median gap 0.16%"
CA,ca-htb,False,,,,,,,no Binance USDT perp validated
CACAO,cacao,False,,,,,,,no Binance USDT perp validated
CAESAR,caesar,False,,,,,,,no Binance USDT perp validated
CAKE,pancakeswap-token,True,,,CAKEUSDT,1.0,2023-11-02,,"ticker match; vs CoinGecko pancakeswap-token: 728 days, median gap 0.10%"
CAL50,caliber,False,,,,,,,no Binance USDT perp validated
CAM,camino-network,False,,,,,,,no Binance USDT perp validated
CAMP,camp-network,False,,,,,,,no Binance USDT perp validated
CAOCAO,caocao-2,False,,,,,,,no Binance USDT perp validated
CAPX,capx-ai,False,,,,,,,no Binance USDT perp validated
CAR,central-african-republic-meme,False,,,,,,,no Binance USDT perp validated
CARDS,collector-crypt,True,,,,,,,no Binance USDT perp validated
CARV,carv,True,,,CARVUSDT,1.0,2025-08-07,,"ticker match; vs CoinGecko carv: 407 days, median gap 0.31%"
CASH,cash-4,True,,,,,,,no Binance USDT perp validated
CAT,simon-s-cat,False,,,1000CATUSDT,1000.0,2024-10-21,,"ticker match; vs CoinGecko simon-s-cat: 697 days, median gap 0.14%"
CATE,catecoin,False,,,,,,,no Binance USDT perp validated
CATI,catizen,True,,,CATIUSDT,1.0,2024-09-20,,"ticker match; vs CoinGecko catizen: 728 days, median gap 0.14%"
CAW,a-hunters-dream,True,,,,,,,no Binance USDT perp validated
CBADA,coinbase-wrapped-ada,False,,,,,,,no Binance USDT perp validated
CBAT,compound-basic-attention-token,False,,,,,,,no Binance USDT perp validated
CBBTC,coinbase-wrapped-btc,False,,,,,,,no Binance USDT perp validated
CBDOGE,coinbase-wrapped-doge,False,,,,,,,no Binance USDT perp validated
CBETH,coinbase-wrapped-staked-eth,False,,,,,,,no Binance USDT perp validated
CBK,cobak-token,True,,,,,,,no Binance USDT perp validated
CBLTC,coinbase-wrapped-ltc,False,,,,,,,no Binance USDT perp validated
CBXRP,coinbase-wrapped-xrp,False,,,,,,,no Binance USDT perp validated
CC,canton-network,True,,,CCUSDT,1.0,2025-10-31,,"ticker match; vs CoinGecko canton-network: 313 days, median gap 0.12%"
CCD,concordium,True,,,,,,,no Binance USDT perp validated
CDAI,cdai,False,,,,,,,no Binance USDT perp validated
CDCBTC,crypto-com-wrapped-btc,False,,,,,,,no Binance USDT perp validated
CDCETH,crypto-com-staked-eth,False,,,,,,,no Binance USDT perp validated
CDCSOL,crypto-com-staked-sol,False,,,,,,,no Binance USDT perp validated
CDL,creditlink-token,False,,,,,,,no Binance USDT perp validated
CDP,enosys-loans-cdp,False,,,,,,,no Binance USDT perp validated
CDR,cedar,False,,,,,,,no Binance USDT perp validated
CDX,cod3x,False,,,,,,,no Binance USDT perp validated
CEEK,ceek,False,,,,,,,no Binance USDT perp validated
CEL,celsius-degree-token,False,,,,,,,no Binance USDT perp validated
CELL,cellframe,False,,,,,,,no Binance USDT perp validated
CELO,celo,True,,,CELOUSDT,1.0,2021-09-26,,"ticker match; vs CoinGecko celo: 728 days, median gap 0.16%"
CELR,celer-network,False,,,CELRUSDT,1.0,2021-03-29,,"ticker match; vs CoinGecko celer-network: 728 days, median gap 0.16%"
CERE,cere-network,False,,,,,,,no Binance USDT perp validated
CESS,cumulus-encrypted-storage-system,False,,,,,,,no Binance USDT perp validated
CET,coinex-token,True,,,,,,,no Binance USDT perp validated
CETH,compound-ether,False,,,,,,,no Binance USDT perp validated
CETUS,cetus-protocol,True,,,CETUSUSDT,1.0,2024-11-06,,"ticker match; vs CoinGecko cetus-protocol: 681 days, median gap 0.16%"
CEUR,celo-euro,False,,,,,,,no Binance USDT perp validated
CFG,centrifuge-2,True,,,CFGUSDT,1.0,2026-03-16,,"ticker match; vs CoinGecko centrifuge-2: 186 days, median gap 0.17%"
CFX,conflux-token,True,,,CFXUSDT,1.0,2023-02-19,,"ticker match; vs CoinGecko conflux-token: 728 days, median gap 0.09%"
CGN,cygnus-2,False,,,,,,,no Binance USDT perp validated
CGO,comtech-gold,False,,,,,,,no Binance USDT perp validated
CGPT,chaingpt,True,,,,,,,no Binance USDT perp validated
CGUSD,cygnus-finance-global-usd,True,,,,,,,no Binance USDT perp validated
CHAIN,chain-games,False,,,,,,,no Binance USDT perp validated
CHDD,chedda-3,False,,,,,,,no Binance USDT perp validated
CHECK,checkmate-2,False,,,,,,,no Binance USDT perp validated
CHEEMS,cheems-token,True,,,1000CHEEMSUSDT,1000.0,2024-11-25,,"ticker match; vs CoinGecko cheems-token: 662 days, median gap 0.16%"
CHEQ,cheqd-network,False,,,,,,,no Binance USDT perp validated
CHESS,tranchess,False,,,CHESSUSDT,1.0,2024-08-29,2026-02-05,"ticker match; vs CoinGecko tranchess: 504 days, median gap 0.13%"
CHEX,chex-token,True,,,,,,,no Binance USDT perp validated
CHI,chili-coin,False,,,,,,,no Binance USDT perp validated
CHILLGUY,chill-guy,True,,,CHILLGUYUSDT,1.0,2024-11-27,,"ticker match; vs CoinGecko chill-guy: 660 days, median gap 0.20%"
CHILLHOUSE,chill-house,False,,,,,,,no Binance USDT perp validated
CHIP,chip-2,True,,,CHIPUSDT,1.0,2026-04-16,,"ticker match; vs CoinGecko chip-2: 151 days, median gap 0.13%"
CHMPSTR,chimpstrategy,False,,,,,,,no Binance USDT perp validated
CHOG,chog,False,,,,,,,no Binance USDT perp validated
CHR,chromaway,True,,,CHRUSDT,1.0,2021-03-12,,"ticker match; vs CoinGecko chromaway: 728 days, median gap 0.16%"
CHZ,chiliz,True,,,CHZUSDT,1.0,2021-01-21,,"ticker match; vs CoinGecko chiliz: 728 days, median gap 0.11%"
CINO,private-aviation-finance-token,False,,,,,,,no Binance USDT perp validated
CITY,manchester-city-fan-token,False,,,,,,,no Binance USDT perp validated
CJL,cjournal-2,False,,,,,,,no Binance USDT perp validated
CKB,nervos-network,True,,,CKBUSDT,1.0,2023-02-27,,"ticker match; vs CoinGecko nervos-network: 728 days, median gap 0.15%"
CKBTC,chain-key-bitcoin,False,,,,,,,no Binance USDT perp validated
CKP,cakepie-xyz,False,,,,,,,no Binance USDT perp validated
CL8Y,ceramicliberty-com,False,,,,,,,no Binance USDT perp validated
CLANKER,tokenbot-2,True,,,CLANKERUSDT,1.0,2025-11-12,,"ticker match; vs CoinGecko tokenbot-2: 310 days, median gap 0.26%"
CLASH,georgeplaysclashroyale,False,,,,,,,no Binance USDT perp validated
CLBTC,clbtc,False,,,,,,,no Binance USDT perp validated
CLEAR,everclear,False,,,,,,,no Binance USDT perp validated
CLO,yei-finance,False,,,CLOUSDT,1.0,2025-10-14,,"ticker match; vs CoinGecko yei-finance: 339 days, median gap 0.33%"
CLORE,clore-ai,False,,,,,,,no Binance USDT perp validated
CLOUD,sanctum-2,False,,,,,,,no Binance USDT perp validated
CLV,clover-finance,False,,,,,,,no Binance USDT perp validated
CLY,colony,False,,,,,,,no Binance USDT perp validated
CMC20,coinmarketcap-20-index-dtf,True,,,,,,,no Binance USDT perp validated
CMETH,mantle-restaked-eth,False,,,,,,,no Binance USDT perp validated
CNX,cofinex-2,False,,,,,,,no Binance USDT perp validated
COAI,chainopera-ai,True,,,COAIUSDT,1.0,2025-09-25,,"ticker match; vs CoinGecko chainopera-ai: 358 days, median gap 0.25%"
COCA,coca,False,,,,,,,no Binance USDT perp validated
COCO,coco-2,False,,,,,,,no Binance USDT perp validated
CODEC,codec-flow,False,,,,,,,no Binance USDT perp validated
COINDEPO,coindepo,True,,,,,,,no Binance USDT perp validated
COINX,coinbase-xstock,False,,,,,,,no Binance USDT perp validated
COL,clash-of-lilliput,False,,,,,,,no Binance USDT perp validated
COLLAT,collaterize,False,,,,,,,no Binance USDT perp validated
COLLECT,collect-on-fanable,True,,,COLLECTUSDT,1.0,2025-12-31,,"ticker match; vs CoinGecko collect-on-fanable: 261 days, median gap 0.36%"
COMMON,common-2,False,,,COMMONUSDT,1.0,2025-10-27,2026-01-29,"ticker match; vs CoinGecko common-2: 95 days, median gap 0.30%"
COMP,compound-governance-token,True,,,COMPUSDT,1.0,2020-06-30,,"ticker match; vs CoinGecko compound-governance-token: 728 days, median gap 0.11%"
CONAN,conan-meme,False,,,,,,,no Binance USDT perp validated
CONCILIUM,concilium,False,,,,,,,no Binance USDT perp validated
CONSCIOUS,conscious-token,False,,,,,,,no Binance USDT perp validated
CONX,xpla,False,,,,,,,no Binance USDT perp validated
COOK,meth-protocol,False,,,,,,,no Binance USDT perp validated
COOKIE,cookie,False,,,COOKIEUSDT,1.0,2025-01-07,,"ticker match; vs CoinGecko cookie: 619 days, median gap 0.17%"
COPI,cornucopias,False,,,,,,,no Binance USDT perp validated
COQ,coq-inu,False,,,,,,,no Binance USDT perp validated
COR,cortensor,False,,,,,,,no Binance USDT perp validated
CORAL,coral-protocol,False,,,,,,,no Binance USDT perp validated
CORE,coredaoorg,True,,,,,,,no Binance USDT perp validated
COREUM,coreum,False,,,,,,,no Binance USDT perp validated
CORGIAI,corgiai,False,,,,,,,no Binance USDT perp validated
CORN,corn-3,True,,,,,,,no Binance USDT perp validated
COS,contentos,False,,,COSUSDT,1.0,2024-09-30,2026-06-09,"ticker match; vs CoinGecko contentos: 618 days, median gap 0.15%"
COTI,coti,True,,,COTIUSDT,1.0,2021-03-09,,"ticker match; vs CoinGecko coti: 728 days, median gap 0.15%"
COW,cow-protocol,True,,,COWUSDT,1.0,2024-11-06,,"ticker match; vs CoinGecko cow-protocol: 681 days, median gap 0.15%"
CPH,cypherium,False,,,,,,,no Binance USDT perp validated
CPOOL,clearpool,True,,,,,,,no Binance USDT perp validated
CRCLON,circle-internet-group-ondo-tokenized-stock,True,,,,,,,no Binance USDT perp validated
CRCLX,circle-xstock,True,,,,,,,no Binance USDT perp validated
CREPE,crepe-2,False,,,,,,,no Binance USDT perp validated
CRMC,chrema-coin,False,,,,,,,no Binance USDT perp validated
CRO,crypto-com-chain,True,,,,,,,no Binance USDT perp validated
CROC,crocodile-finance,False,,,,,,,no Binance USDT perp validated
CROSS,cross-2,True,,,CROSSUSDT,1.0,2025-07-10,,"ticker match; vs CoinGecko cross-2: 435 days, median gap 0.25%"
CROWN,crown-by-third-time-games,False,,,,,,,no Binance USDT perp validated
CRT,carrot-2,False,,,,,,,no Binance USDT perp validated
CRTS,cratos,False,,,,,,,no Binance USDT perp validated
CRV,curve-dao-token,True,,,CRVUSDT,1.0,2020-09-01,,"ticker match; vs CoinGecko curve-dao-token: 728 days, median gap 0.12%"
CRVUSD,crvusd,True,,,,,,,no Binance USDT perp validated
CRYPTO,cryptocurrency-coin,False,,,,,,,no Binance USDT perp validated
CSPR,casper-network,True,,,,,,,no Binance USDT perp validated
CSWAP,chainswap-3,False,,,,,,,no Binance USDT perp validated
CTA,cross-the-ages,False,,,,,,,no Binance USDT perp validated
CTC,creditcoin-2,True,,,,,,,no Binance USDT perp validated
CTF,crypto-trading-fund,False,,,,,,,no Binance USDT perp validated
CTK,certik,True,,,CTKUSDT,1.0,2025-04-30,,"ticker match; vs CoinGecko certik: 506 days, median gap 0.26%"
CTM,c8ntinuum,False,,,,,,,no Binance USDT perp validated
CTOC,ctoc,False,,,,,,,no Binance USDT perp validated
CTSI,cartesi,True,,,CTSIUSDT,1.0,2021-10-25,,"ticker match; vs CoinGecko cartesi: 728 days, median gap 0.15%"
CTX,cryptex-finance,False,,,,,,,no Binance USDT perp validated
CTY,custodiy-2,False,,,,,,,no Binance USDT perp validated
CUBE,somnium-space-cubes,False,,,,,,,no Binance USDT perp validated
CUDIS,cudis,False,,,CUDISUSDT,1.0,2025-08-20,2026-01-29,"ticker match; vs CoinGecko cudis: 163 days, median gap 0.42%"
CUDOS,cudos,False,,,,,,,no Binance USDT perp validated
CULT,milady-cult-coin,False,,,,,,,no Binance USDT perp validated
CUNI,compound-uniswap,False,,,,,,,no Binance USDT perp validated
CUSD,cap-usd,True,,,,,,,no Binance USDT perp validated
CUSDC,compound-usd-coin,False,,,,,,,no Binance USDT perp validated
CUSDO,compounding-open-dollar,True,,,,,,,no Binance USDT perp validated
CVC,civic,True,,,CVCUSDT,1.0,2025-05-16,,"ticker match; vs CoinGecko civic: 490 days, median gap 0.23%"
CVX,convex-finance,True,,,CVXUSDT,1.0,2025-07-23,,"ticker match; vs CoinGecko convex-finance: 422 days, median gap 0.20%"
CWBTC,compound-wrapped-btc,False,,,,,,,no Binance USDT perp validated
CWEB,coinweb,False,,,,,,,no Binance USDT perp validated
CWU,commonwealth-2,True,,,,,,,no Binance USDT perp validated
CX,cortex-2,False,,,,,,,no Binance USDT perp validated
CXO,cargox,True,,,,,,,no Binance USDT perp validated
CXT,covalent-x-token,False,,,,,,,no Binance USDT perp validated
CYBER,cyberconnect,True,,,CYBERUSDT,1.0,2023-08-21,,"ticker match; vs CoinGecko cyberconnect: 728 days, median gap 0.15%"
CYPR,cypher-2,False,,,,,,,no Binance USDT perp validated
CYS,cysic,True,,,CYSUSDT,1.0,2025-12-12,,"ticker match; vs CoinGecko cysic: 280 days, median gap 0.31%"
D,dar-open-network,False,,,DUSDT,1.0,2025-01-09,2026-06-10,"ticker match; vs CoinGecko dar-open-network: 518 days, median gap 0.18%"
DADDY,daddy-tate,False,,,,,,,no Binance USDT perp validated
DADDYDOGE,daddy-doge,False,,,,,,,no Binance USDT perp validated
DAG,constellation-labs,True,,,,,,,no Binance USDT perp validated
DAI,dai,True,,,,,,,no Binance USDT perp validated
DAKU,daku-v2,False,,,,,,,no Binance USDT perp validated
DAM,reservoir,False,,,DAMUSDT,1.0,2025-08-18,2026-04-28,"ticker match; vs CoinGecko reservoir: 254 days, median gap 0.68%"
DAO,dao-maker,False,,,,,,,no Binance USDT perp validated
DARKSTAR,darkstar,False,,,,,,,no Binance USDT perp validated
